bench,thread,task,duration,reference,TASK DEPENDENCY NEIGHBORS MASTER 1,TASK DEPENDENCY NEIGHBORS MASTER 2,TASK DEPENDENCY NEIGHBORS MASTER 4,TASK DEPENDENCY NEIGHBORS MASTER 8,TASK DEPENDENCY NEIGHBORS MASTER 16,TASK DEPENDENCY NEIGHBORS MASTER 24,TASK DEPENDENCY NEIGHBORS MASTER 32,TASK DEPENDENCY IN LINKED MASTER 1,TASK DEPENDENCY IN LINKED MASTER 2,TASK DEPENDENCY IN LINKED MASTER 4,TASK DEPENDENCY IN LINKED MASTER 8,TASK DEPENDENCY IN LINKED MASTER 16,TASK DEPENDENCY IN LINKED MASTER 24,TASK DEPENDENCY IN LINKED MASTER 32,TASK DEPENDENCY OUT LINKED MASTER 1,TASK DEPENDENCY OUT LINKED MASTER 2,TASK DEPENDENCY OUT LINKED MASTER 4,TASK DEPENDENCY OUT LINKED MASTER 8,TASK DEPENDENCY OUT LINKED MASTER 16,TASK DEPENDENCY OUT LINKED MASTER 24,TASK DEPENDENCY OUT LINKED MASTER 32,TASK DEPENDENCY INOUT LINKED MASTER 1,TASK DEPENDENCY INOUT LINKED MASTER 2,TASK DEPENDENCY INOUT LINKED MASTER 4,TASK DEPENDENCY INOUT LINKED MASTER 8,TASK DEPENDENCY INOUT LINKED MASTER 16,TASK DEPENDENCY INOUT LINKED MASTER 24,TASK DEPENDENCY INOUT LINKED MASTER 32,TASK DEPENDENCY OUT CHAIN MASTER 1,TASK DEPENDENCY OUT CHAIN MASTER 2,TASK DEPENDENCY OUT CHAIN MASTER 4,TASK DEPENDENCY OUT CHAIN MASTER 8,TASK DEPENDENCY OUT CHAIN MASTER 16,TASK DEPENDENCY OUT CHAIN MASTER 24,TASK DEPENDENCY OUT CHAIN MASTER 32,TASK DEPENDENCY INOUT CHAIN MASTER 1,TASK DEPENDENCY INOUT CHAIN MASTER 2,TASK DEPENDENCY INOUT CHAIN MASTER 4,TASK DEPENDENCY INOUT CHAIN MASTER 8,TASK DEPENDENCY INOUT CHAIN MASTER 16,TASK DEPENDENCY INOUT CHAIN MASTER 24,TASK DEPENDENCY INOUT CHAIN MASTER 32
taskbench_mcc.openmp_t1_n1000_d06.4_error,1,1000,06.4,0.000023,0.199300,0.115475,0.068818,0.343445,0.362281,0.367663,0.799395,0.044091,0.057426,0.066005,0.173841,0.314391,0.166526,1.097174,0.051768,0.047308,0.072224,0.108791,0.240931,0.403844,0.983409,0.755485,0.178395,0.292725,0.174481,0.398697,0.689222,0.741973,0.139160,0.145009,0.131576,0.249961,0.257238,0.225505,0.316161,0.071523,0.117232,0.178909,0.224933,0.228940,0.219829,0.205900
taskbench_clang_t2_n1000_d06.4_error,2,1000,06.4,0.000092,0.037281,0.022208,0.059903,0.032445,0.010500,0.043846,0.017440,0.026919,0.038058,0.036196,0.037524,0.015599,0.113406,0.211947,0.018482,0.046126,0.034418,0.011307,0.047691,0.062485,0.045948,0.052359,0.022818,0.037546,0.018651,0.015733,0.077782,0.067974,0.050369,0.072763,0.036212,0.073087,0.031701,0.131557,0.090960,0.078699,0.032756,0.142490,0.020371,0.082479,0.068375,0.083629
taskbench_intel-17.0.1.132_t1_n1000_d0.2_error,1,1000,0.2,0.000009,0.015247,0.016348,0.025638,0.014524,0.015053,0.007519,0.006062,0.006184,0.006401,0.006797,0.005696,0.008388,0.005604,0.005771,0.006900,0.006634,0.005901,0.006358,0.005938,0.008354,0.005619,0.006448,0.006380,0.006246,0.016817,0.006078,0.005811,0.005949,0.006206,0.006762,0.006355,0.007869,0.005553,0.005931,0.005949,0.006669,0.006320,0.007112,0.007470,0.006388,0.006159,0.006572
taskbench_clang_t1_n1000_d06.4_error,1,1000,06.4,0.000009,0.032781,0.027396,0.002314,0.053455,0.005580,0.019809,0.025410,0.015822,0.030191,0.002160,0.052626,0.003124,0.021027,0.025459,0.021735,0.041739,0.003367,0.002659,0.044825,0.002561,0.024622,0.004048,0.034103,0.001726,0.002360,0.044732,0.004175,0.032169,0.005228,0.025464,0.035228,0.002705,0.031935,0.004052,0.021378,0.026645,0.018076,0.032376,0.002669,0.042882,0.003706,0.019181
taskbench_mcc.openmp_t2_n5000_d012.8_error,2,5000,012.8,0.000265,0.186224,0.225544,0.222030,0.291363,0.360059,0.620895,0.887840,0.296779,0.530683,0.598685,1.023784,2.117474,0.675993,0.979515,0.455143,0.387924,0.464206,0.513279,0.781954,1.055213,1.519373,0.412628,0.346191,0.432671,0.570158,0.867288,1.733754,1.848096,1.852783,1.151946,1.143875,1.392979,1.004186,0.571290,1.887077,0.410938,0.362836,0.856210,0.838641,1.210748,0.544819,1.322540
taskbench_mcc.openmp_t1_n1000_d0.4_error,1,1000,0.4,0.000020,0.172891,0.094698,0.069503,0.355253,0.385928,0.344386,0.838903,0.021177,0.022910,0.077380,0.163030,0.320706,0.165710,1.069048,0.049382,0.036578,0.048553,0.114153,0.208372,0.488606,1.022145,0.091178,0.095745,0.763295,0.355202,0.644199,0.778711,0.878649,0.144515,0.141561,0.076662,0.202259,1.019962,0.196766,0.316247,0.059474,0.111553,0.167366,0.265743,0.234868,0.195355,0.281008
taskbench_intel-17.0.1.132_t2_n1000_d0.8_error,2,1000,0.8,0.000042,0.057123,0.025960,0.024690,0.027751,0.031484,0.027849,0.037085,0.021295,0.023316,0.014150,0.030317,0.032626,0.043912,0.098042,0.024690,0.019561,0.034663,0.034344,0.034696,0.033189,0.042682,0.025472,0.027841,0.025712,0.032749,0.043693,0.035703,0.040671,0.036061,0.034802,0.042548,0.036312,0.032948,0.034477,0.046810,0.030686,0.019014,0.032825,0.039806,0.032491,0.043843,0.045082
taskbench_clang_t1_n1000_d0.8_error,1,1000,0.8,0.000037,0.048809,0.001778,0.001856,0.002005,0.001523,0.001834,0.002070,0.001973,0.001597,0.030390,0.005402,0.005598,0.005712,0.005753,0.028003,0.004986,0.004332,0.005111,0.005616,0.005356,0.013810,0.004295,0.004398,0.004492,0.045993,0.040808,0.045437,0.029667,0.031062,0.029047,0.035295,0.031734,0.032093,0.032162,0.032744,0.015453,0.004089,0.029616,0.004411,0.004893,0.005547,0.005065
taskbench_clang_t1_n1000_d0.1_error,1,1000,0.1,0.000009,0.033823,0.001527,0.007100,0.002260,0.001909,0.002488,0.002081,0.002109,0.000916,0.001159,0.001153,0.002453,0.002276,0.003028,0.002570,0.000851,0.000986,0.001167,0.003102,0.020842,0.002335,0.002184,0.002210,0.000940,0.000823,0.001159,0.002435,0.003036,0.002553,0.002127,0.002251,0.000479,0.001155,0.001217,0.001400,0.002406,0.003019,0.002562,0.001556,0.000946,0.001115,0.001639
taskbench_intel_t2_n1000_d0.8_error,2,1000,0.8,0.000040,0.633977,0.827418,1.323237,1.976265,4.193193,13.165834,8.495802,0.757296,1.899092,3.820733,7.252412,13.708855,19.827663,26.953197,0.470331,1.059870,4.737752,3.025682,12.911121,7.444802,23.784803,1.019073,1.701599,6.699800,5.593323,11.473759,14.768695,21.212108,0.095145,0.037523,0.041337,0.085975,0.036034,0.039548,0.046540,0.040397,0.031319,0.036318,0.031588,0.036254,0.044205,0.043466
taskbench_intel_t2_n1000_d012.8_error,2,1000,012.8,0.000399,1.073818,1.160798,1.591926,2.136093,2.393481,3.275844,2.525664,0.686356,1.174468,1.615201,3.372085,3.276752,5.678662,9.339489,0.693084,0.945394,1.795736,3.130548,3.451048,4.620387,5.232266,0.634429,0.875580,2.459289,3.283829,3.868362,4.020035,3.810315,0.061646,0.095491,0.105873,0.070943,0.088540,0.250187,0.087865,0.074002,0.086351,0.185458,0.076534,0.078863,0.101403,0.077432
taskbench_mcc.ompss_t2_n5000_d0.2_error,2,5000,0.2,0.000002,0.287865,0.122727,0.167764,0.260686,0.238907,0.532008,0.880734,0.386014,1.471211,2.243071,5.089048,13.782199,24.626029,39.533667,0.401004,0.659179,0.566812,1.488387,3.516202,6.659124,20.544260,0.715219,0.492683,0.921759,2.179070,3.114324,3.322522,33.111065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
